region,year,mfn
CC,898,0.15188172
CC,899,1
CC,900,0
CC,901,0
CC,902,0.999423963
CC,903,0.127304147
CC,904,0.357334869
CC,905,0.816628264
CC,906,0.086981567
CC,907,0
CC,908,0.229454685
CC,909,0
CC,910,0
CC,911,0
CC,912,0.031105991
CC,913,0.593509985
CC,914,0.06547619
CC,915,0.253456221
CC,916,0.825652842
CC,917,0.999807988
CC,918,0.615975422
CC,919,0.951612903
CC,920,0.163210445
CC,921,0.908794163
CC,922,0
CC,923,0
CC,924,0
CC,925,0.701228879
CC,926,0.296850998
CC,927,0
CC,928,0.867511521
CC,929,0.513248848
CC,930,0
CC,931,0.346966206
CC,932,0.421850998
CC,933,0.480606759
CC,934,0
CC,935,0.066052227
CC,936,0.136328725
CC,937,0
CC,938,0.725038402
CC,939,0.151689708
CC,940,0.369239631
CC,941,0.405913978
CC,942,0.863479263
CC,943,0.000384025
CC,944,0.117895545
CC,945,0.467549923
CC,946,0.843701997
CC,947,0.859254992
CC,948,0.023233487
CC,949,0.999231951
CC,950,0.062019969
CC,951,0
CC,952,0.019585253
CC,953,0.00672043
CC,954,0
CC,955,0.043394777
CC,956,0.251536098
CC,957,0.257680492
CC,958,0
CC,959,0.102534562
CC,960,0.994047619
CC,961,0.512480799
CC,962,0.992895545
CC,963,0.318740399
CC,964,0.571428571
CC,965,0
CC,966,0.999231951
CC,967,0.999615975
CC,968,0
CC,969,0
CC,970,0.104646697
CC,971,0.746159754
CC,972,0
CC,973,0.885176651
CC,974,0.000960061
CC,975,0
CC,976,0
CC,977,0
CC,978,0
CC,979,0.338709677
CC,980,0
CC,981,0
CC,982,0.154761905
CC,983,0
CC,984,0.071044547
CC,985,0
CC,986,0.13844086
CC,987,0.940092166
CC,988,0.999807988
CC,989,0.997311828
CC,990,0.711021505
CC,991,0
CC,992,0.010752688
CC,993,0
CC,994,0.932795699
CC,995,0.717741935
CC,996,0.988863287
CC,997,0.345238095
CC,998,0.124231951
CC,999,0
CC,1000,0.320084485
CC,1001,0
CC,1002,0.002112135
CC,1003,0.341781874
CC,1004,0
CC,1005,0
CC,1006,0.497695853
CC,1007,0.198924731
CC,1008,0.186443932
CC,1009,0
CC,1010,0.032450077
CC,1011,0.323732719
CC,1012,0.071428571
CC,1013,0.040130568
CC,1014,0.020545315
CC,1015,0.262288786
CC,1016,0.999039939
CC,1017,0.858294931
CC,1018,0.981758833
CC,1019,0.374807988
CC,1020,1
CC,1021,0.865975422
CC,1022,0.088133641
CC,1023,0.17703533
CC,1024,0.825652842
CC,1025,0.675691244
CC,1026,0.394969278
CC,1027,0.200844854
CC,1028,0.99750384
CC,1029,0.999231951
CC,1030,0.540130568
CC,1031,0
CC,1032,0.001920123
CC,1033,0.262672811
CC,1034,0.164746544
CC,1035,0
CC,1036,0
CC,1037,0.000768049
CC,1038,0
CC,1039,0.067588326
CC,1040,0.168970814
CC,1041,0.014016897
CC,1042,0.42703533
CC,1043,0
CC,1044,0.000768049
CC,1045,0.0109447
CC,1046,0.001152074
CC,1047,0.623847926
CC,1048,0.214285714
CC,1049,0.538210445
CC,1050,0.736367127
CC,1051,0.559715822
CC,1052,1
CC,1053,0.999807988
CC,1054,0.998847926
CC,1055,0.999807988
CC,1056,0.74577573
CC,1057,0.778225806
CC,1058,0.714861751
CC,1059,0.861751152
CC,1060,0.999807988
CC,1061,0.983294931
CC,1062,0.477150538
CC,1063,1
CC,1064,0.770737327
CC,1065,0.999807988
CC,1066,1
CC,1067,0
CC,1068,0
CC,1069,0.997311828
CC,1070,0.469854071
CC,1071,0.532642089
CC,1072,0.990975422
CC,1073,0.012480799
CC,1074,0.707949309
CC,1075,0
CC,1076,0.612711214
CC,1077,0.529953917
CC,1078,0.838133641
CC,1079,0.999039939
CC,1080,0.701804916
CC,1081,0.393817204
CC,1082,1
CC,1083,0.049155146
CC,1084,0.063364055
CC,1085,0
CC,1086,0.024385561
CC,1087,0.136520737
CC,1088,0.420122888
CC,1089,0.008640553
CC,1090,0
CC,1091,0
CC,1092,0
CC,1093,0.288402458
CC,1094,0
CC,1095,0.005952381
CC,1096,0.625768049
CC,1097,0.00422427
CC,1098,0
CC,1099,0
CC,1100,0
CC,1101,0.998655914
CC,1102,0.999231951
CC,1103,0.069316436
CC,1104,0.06547619
CC,1105,0.093894009
CC,1106,0
CC,1107,0.423771121
CC,1108,0
CC,1109,0
CC,1110,0.102534562
CC,1111,0
CC,1112,0
CC,1113,0
CC,1114,0.573348694
CC,1115,0.999807988
CC,1116,0.999807988
CC,1117,1
CC,1118,0.205645161
CC,1119,0.829493088
CC,1120,0.999807988
CC,1121,0.080261137
CC,1122,1
CC,1123,0.942780338
CC,1124,0.998847926
CC,1125,0.108870968
CC,1126,0.026497696
CC,1127,0.808371736
CC,1128,0.941436252
CC,1129,1
CC,1130,0.999039939
CC,1131,0.544354839
CC,1132,0.292626728
CC,1133,0.434139785
CC,1134,0.001152074
CC,1135,0.272273425
CC,1136,0.047235023
CC,1137,0.040130568
CC,1138,0.000960061
CC,1139,0
CC,1140,0
CC,1141,0.491551459
CC,1142,0.038978495
CC,1143,0.005952381
CC,1144,0
CC,1145,0.49078341
CC,1146,0
CC,1147,0.319316436
CC,1148,0.630568356
CC,1149,0.65188172
CC,1150,0
CC,1151,0.603494624
CC,1152,0.999615975
CC,1153,0.719086022
CC,1154,0
CC,1155,0.998463902
CC,1156,0
CC,1157,0.174923195
CC,1158,0
CC,1159,0.483870968
CC,1160,0.369431644
CC,1161,0.018241167
CC,1162,0.997311828
CC,1163,0.773233487
CC,1164,0.999423963
CC,1165,0.699308756
CC,1166,0.002112135
CC,1167,0.602726575
CC,1168,0.004608295
CC,1169,0
CC,1170,0.767089094
CC,1171,0.764016897
CC,1172,0.013632873
CC,1173,0.824500768
CC,1174,0.010368664
CC,1175,0.37000768
CC,1176,0.43375576
CC,1177,0
CC,1178,0.7953149
CC,1179,0.060291859
CC,1180,0.718509985
CC,1181,0.000576037
CC,1182,0
CC,1183,0.085445469
CC,1184,0.391129032
CC,1185,0.015552995
CC,1186,0
CC,1187,0.019009217
CC,1188,0
CC,1189,0.19546851
CC,1190,0.219854071
CC,1191,0.75921659
CC,1192,0.370199693
CC,1193,0.527073733
CC,1194,0.400729647
CC,1195,0.509600614
CC,1196,0.681259601
CC,1197,0.98828725
CC,1198,0.699500768
CC,1199,0.073156682
CC,1200,0.514208909
CC,1201,0.596774194
CC,1202,0.654761905
CC,1203,0.363863287
CC,1204,0.030913978
CC,1205,0.369623656
CC,1206,0
CC,1207,0.037826421
CC,1208,0.293394777
CC,1209,0.433371736
CC,1210,0.999807988
CC,1211,0.789362519
CC,1212,0.349078341
CC,1213,0.570852535
CC,1214,0
CC,1215,0
CC,1216,0
CC,1217,0
CC,1218,0
CC,1219,0.468317972
CC,1220,0.055683564
