region,year,ppt
CC,700,304.8993856
CC,701,242.9884793
CC,702,254.2236943
CC,703,251.9521889
CC,704,236.1511137
CC,705,224.624232
CC,706,176.8018433
CC,707,194.0278418
CC,708,223.1950845
CC,709,191.5998464
CC,710,239.4270353
CC,711,163.0053763
CC,712,178.7953149
CC,713,233.0178571
CC,714,281.2709293
CC,715,241.1305684
CC,716,265.4711982
CC,717,256.6428571
CC,718,223.6298003
CC,719,409.5063364
CC,720,302.4788786
CC,721,191.1845238
CC,722,197.2935868
CC,723,162.4256912
CC,724,207.2594086
CC,725,252.0925499
CC,726,234.8732719
CC,727,296.4984639
CC,728,371.7920507
CC,729,288.8077957
CC,730,362.6783794
CC,731,325.6749232
CC,732,340.3377496
CC,733,389.1513057
CC,734,271.4541091
CC,735,245.9704301
CC,736,224.3379416
CC,737,264.6157834
CC,738,141.0817972
CC,739,185.4879032
CC,740,194.3060676
CC,741,145.0668203
CC,742,107.4873272
CC,743,164.5604839
CC,744,180.9287634
CC,745,195.2993472
CC,746,182.921275
CC,747,185.2021889
CC,748,142.9389401
CC,749,229.1795315
CC,750,216.2221582
CC,751,210.9646697
CC,752,269.3154762
CC,753,266.6130952
CC,754,237.0088326
CC,755,253.3761521
CC,756,202.2736175
CC,757,195.1678187
CC,758,228.7555684
CC,759,238.578341
CC,760,158.1635945
CC,761,316.5643241
CC,762,250.3876728
CC,763,284.5424347
CC,764,221.4928955
CC,765,258.499232
CC,766,281.1240399
CC,767,259.0710445
CC,768,356.140553
CC,769,228.0374424
CC,770,216.3732719
CC,771,254.516129
CC,772,338.4877112
CC,773,271.1639785
CC,774,188.609639
CC,775,197.7269585
CC,776,289.8076037
CC,777,284.8250768
CC,778,270.5954301
CC,779,244.406682
CC,780,320.2613287
CC,781,287.3970814
CC,782,171.1153994
CC,783,223.6298003
CC,784,296.218894
CC,785,277.8554147
CC,786,263.1939324
CC,787,339.764977
CC,788,258.3581029
CC,789,277.140553
CC,790,268.7465438
CC,791,295.6443932
CC,792,360.9721582
CC,793,273.0192012
CC,794,269.0288018
CC,795,227.4702381
CC,796,243.2690092
CC,797,201.7133257
CC,798,309.5892857
CC,799,278.4256912
CC,800,308.1672427
CC,801,324.5266897
CC,802,329.5167051
CC,803,291.093126
CC,804,443.2394393
CC,805,302.0491551
CC,806,329.8033794
CC,807,217.655722
CC,808,289.390745
CC,809,113.0428187
CC,810,292.7995392
CC,811,219.6449693
CC,812,278.0021121
CC,813,285.9656298
CC,814,180.3690476
CC,815,282.8346774
CC,816,211.2434716
CC,817,199.7244624
CC,818,113.3221966
CC,819,201.5656682
CC,820,267.7521121
CC,821,389.4356759
CC,822,313.2960829
CC,823,195.1678187
CC,824,189.4721582
CC,825,220.0758449
CC,826,232.7386713
CC,827,306.6019585
CC,828,276.0090246
CC,829,155.4621736
CC,830,266.8951613
CC,831,268.3225806
CC,832,280.7014209
CC,833,255.937596
CC,834,283.2680492
CC,835,270.171467
CC,836,264.6157834
CC,837,166.4089862
CC,838,231.453725
CC,839,243.8010753
CC,840,190.1812596
CC,841,291.5917819
CC,842,312.8675115
CC,843,367.0733487
CC,844,218.2478879
CC,845,347.2238863
CC,846,203.5065284
CC,847,184.2202381
CC,848,277.9341398
CC,849,231.7373272
CC,850,219.5529954
CC,851,259.8149002
CC,852,320.9097542
CC,853,249.7064132
CC,854,326.5950461
CC,855,290.0837174
CC,856,316.6987327
CC,857,229.9468126
CC,858,358.3229647
CC,859,285.0873656
CC,860,288.0677803
CC,861,262.2432796
CC,862,296.3415899
CC,863,253.0408986
CC,864,294.6910522
CC,865,278.9289555
CC,866,281.265745
CC,867,187.8936252
CC,868,209.0541475
CC,869,268.9877112
CC,870,168.7016129
CC,871,287.2221582
CC,872,244.2857143
CC,873,219.1478495
CC,874,228.514977
CC,875,223.3296851
CC,876,356.3521505
CC,877,231.9022657
CC,878,210.7544163
CC,879,191.6493856
CC,880,249.4610215
CC,881,249.2582565
CC,882,245.0814132
CC,883,244.0291859
CC,884,187.765745
CC,885,212.7102535
CC,886,235.8006912
CC,887,259.6430492
CC,888,220.1993088
CC,889,251.5109447
CC,890,319.7640169
CC,891,241.1674347
CC,892,230.5297619
CC,893,340.0015361
CC,894,249.7236943
CC,895,223.5414747
CC,896,276.7325269
CC,897,291.6280722
CC,898,302.0182412
CC,899,312.7580645
CC,900,254.2354071
CC,901,181.2486559
CC,902,258.2634409
CC,903,230.1119432
CC,904,250.7565284
CC,905,306.8561828
CC,906,166.2947389
CC,907,157.7914747
CC,908,284.5230415
CC,909,218.2830261
CC,910,214.9345238
CC,911,219.9383641
CC,912,187.1261521
CC,913,243.8294931
CC,914,184.5249616
CC,915,175.9619816
CC,916,189.2258065
CC,917,266.9408602
CC,918,255.297235
CC,919,310.5213134
CC,920,246.6198157
CC,921,242.6952765
CC,922,133.5946621
CC,923,126.6758833
CC,924,159.5232335
CC,925,255.9208909
CC,926,238.9644777
CC,927,230.5364823
CC,928,284.9938556
CC,929,321.7868664
CC,930,196.1538018
CC,931,228.3918971
CC,932,290.1173195
CC,933,270.2793779
CC,934,209.7880184
CC,935,200.516129
CC,936,211.9953917
CC,937,147.3521505
CC,938,279.1703149
CC,939,172.6545699
CC,940,248.6392089
CC,941,250.1194316
CC,942,243.4143625
CC,943,273.4470046
CC,944,321.6887481
CC,945,272.1637865
CC,946,311.078341
CC,947,273.3014593
CC,948,274.1895161
CC,949,315.7620968
CC,950,234.8235407
CC,951,166.1824117
CC,952,228.7667051
CC,953,227.7200461
CC,954,166.9032258
CC,955,268.7296467
CC,956,211.2465438
CC,957,196.4736943
CC,958,207.2094854
CC,959,266.0977343
CC,960,343.65553
CC,961,269.4038018
CC,962,408.7227343
CC,963,353.3701997
CC,964,299.7542243
CC,965,248.8254608
CC,966,430.4971198
CC,967,500.7860983
CC,968,257.9936636
CC,969,209.4210829
CC,970,271.1201997
CC,971,303.8421659
CC,972,134.8690476
CC,973,281.608871
CC,974,261.7419355
CC,975,161.2231183
CC,976,222.6634025
CC,977,253.7955069
CC,978,167.8888249
CC,979,277.9320276
CC,980,159.0071045
CC,981,138.3834485
CC,982,297.0059524
CC,983,176.5263057
CC,984,168.3511905
CC,985,225.0441628
CC,986,274.3984255
CC,987,356.9777266
CC,988,312.2382873
CC,989,371.062788
CC,990,222.4990399
CC,991,158.4485407
CC,992,140.9053379
CC,993,152.8575269
CC,994,250.672043
CC,995,286.6516897
CC,996,206.4304916
CC,997,233.6789555
CC,998,286.15553
CC,999,162.4890553
CC,1000,291.7985791
CC,1001,206.8077957
CC,1002,241.1207757
CC,1003,242.7887865
CC,1004,225.9404762
CC,1005,121.250192
CC,1006,205.0074885
CC,1007,261.1230799
CC,1008,256.6311444
CC,1009,164.9892473
CC,1010,168.4258833
CC,1011,237.9713902
CC,1012,233.452381
CC,1013,270.3696237
CC,1014,170.0207373
CC,1015,283.0030722
CC,1016,282.7624808
CC,1017,236.3085637
CC,1018,259.1743472
CC,1019,149.8114439
CC,1020,332.4510369
CC,1021,276.9274194
CC,1022,199.4879032
CC,1023,242.140937
CC,1024,258.0347542
CC,1025,269.4439324
CC,1026,293.672043
CC,1027,189.3469662
CC,1028,281.7379032
CC,1029,324.1693548
CC,1030,283.0965822
CC,1031,154.9447005
CC,1032,288.6376728
CC,1033,297.6436252
CC,1034,297.6893241
CC,1035,92.14823349
CC,1036,176.874616
CC,1037,252.1647465
CC,1038,225.9976959
CC,1039,290.56298
CC,1040,261.499616
CC,1041,194.4756144
CC,1042,281.3951613
CC,1043,195.6791475
CC,1044,213.1841398
CC,1045,268.2784178
CC,1046,282.0664363
CC,1047,252.2697773
CC,1048,161.3248848
CC,1049,296.9959677
CC,1050,304.202381
CC,1051,265.5026882
CC,1052,448.3494624
CC,1053,365.484255
CC,1054,318.4662058
CC,1055,333.8325653
CC,1056,254.8828725
CC,1057,264.4297235
CC,1058,299.280914
CC,1059,304.8093318
CC,1060,382.0190092
CC,1061,406.6449693
CC,1062,267.2578725
CC,1063,385.2062212
CC,1064,354.7233103
CC,1065,464.4327957
CC,1066,392.2596006
CC,1067,160.0564516
CC,1068,138.421851
CC,1069,324.0660522
CC,1070,225.5483871
CC,1071,247.359831
CC,1072,337.7578725
CC,1073,232.3822965
CC,1074,281.7947389
CC,1075,157.8488863
CC,1076,279.8938172
CC,1077,267.6280722
CC,1078,274.9135945
CC,1079,352.7947389
CC,1080,280.4149386
CC,1081,247.8229647
CC,1082,410.9738863
CC,1083,216.6649386
CC,1084,296.4437404
CC,1085,161.5483871
CC,1086,224.3133641
CC,1087,237.4135945
CC,1088,318.5393625
CC,1089,252.749424
CC,1090,108.1822197
CC,1091,123.985023
CC,1092,217.5825653
CC,1093,202.7403994
CC,1094,146.6810676
CC,1095,273.297043
CC,1096,296.5839094
CC,1097,194.4291475
CC,1098,232.3004992
CC,1099,127.0714286
CC,1100,229.1920123
CC,1101,271.8867127
CC,1102,300.1664747
CC,1103,296.9567972
CC,1104,229.0643241
CC,1105,253.875384
CC,1106,198.1332565
CC,1107,235.7325269
CC,1108,216.4458525
CC,1109,245.8980415
CC,1110,253.2553763
CC,1111,176.8225806
CC,1112,249.6140553
CC,1113,266.7745776
CC,1114,255.8638633
CC,1115,309.9122504
CC,1116,349.984255
CC,1117,325.6816436
CC,1118,279.9410522
CC,1119,265.2955069
CC,1120,310.2716974
CC,1121,200.9852151
CC,1122,343.6225038
CC,1123,268.9552611
CC,1124,305.7574885
CC,1125,232.077957
CC,1126,248.719086
CC,1127,279.9454685
CC,1128,300.5885177
CC,1129,357.4831029
CC,1130,307.3308372
CC,1131,216.1359447
CC,1132,257.922427
CC,1133,205.6261521
CC,1134,151.640361
CC,1135,239.9366359
CC,1136,233.2622888
CC,1137,202.1163594
CC,1138,179.1739631
CC,1139,239.9928955
CC,1140,177.9890553
CC,1141,216.8456221
CC,1142,259.2803379
CC,1143,224.5330261
CC,1144,210.6701229
CC,1145,256.9018817
CC,1146,151.2382873
CC,1147,184.1278802
CC,1148,216.5704685
CC,1149,219.3700077
CC,1150,156.3220046
CC,1151,195.547043
CC,1152,311.5408986
CC,1153,303.766321
CC,1154,205.4080261
CC,1155,301.9097542
CC,1156,166.6660906
CC,1157,193.8183564
CC,1158,176.4740783
CC,1159,278.484063
CC,1160,265.2083333
CC,1161,212.1797235
CC,1162,332.2069892
CC,1163,317.7757296
CC,1164,330.4592934
CC,1165,362.9302995
CC,1166,259.1219278
CC,1167,286.0771889
CC,1168,192.8375576
CC,1169,174.1292243
CC,1170,322.4295315
CC,1171,382.6225038
CC,1172,175.0355223
CC,1173,311.9032258
CC,1174,172.3362135
CC,1175,254.3097158
CC,1176,257.4435484
CC,1177,160.7644009
CC,1178,314.6359447
CC,1179,219.9984639
CC,1180,269.936828
CC,1181,192.7594086
CC,1182,208.6733871
CC,1183,267.2795699
CC,1184,263.7645929
CC,1185,252.4172427
CC,1186,157.468702
CC,1187,201.5508833
CC,1188,213.1833717
CC,1189,206.1188556
CC,1190,287.1570661
CC,1191,328.7638249
CC,1192,247.937596
CC,1193,275.2363671
CC,1194,291.656106
CC,1195,332.8095238
CC,1196,329.734639
CC,1197,330.1607143
CC,1198,307.7273425
CC,1199,281.1883641
CC,1200,409.7849462
CC,1201,385.9892473
CC,1202,333.1079109
CC,1203,293.1866359
CC,1204,200.8385177
CC,1205,271.3323733
CC,1206,250.5583717
CC,1207,296.0817972
CC,1208,277.937596
CC,1209,350.3212366
CC,1210,366.3957373
CC,1211,385.5015361
CC,1212,295.062212
CC,1213,293.2083333
CC,1214,190.9024578
CC,1215,148.2882104
CC,1216,262.5220814
CC,1217,142.8337174
CC,1218,196.96851
CC,1219,304.4765745
CC,1220,232.1705069
