region,year,mfn
UM,1116,0.971953578
UM,1117,0.98549323
UM,1118,0.51934236
UM,1119,0.513539652
UM,1120,0.945841393
UM,1121,0.231141199
UM,1122,0.979690522
UM,1123,0.879110251
UM,1124,0.976789168
UM,1125,0.599613153
UM,1126,0.006769826
UM,1127,0.500967118
UM,1128,0.993230174
UM,1129,0.992263056
UM,1130,0.484526112
UM,1131,0.992263056
UM,1132,0.007736944
UM,1133,0.045454545
UM,1134,0.240812379
UM,1135,0.220502901
UM,1136,0.255319149
UM,1137,0.240812379
UM,1138,0.025145068
UM,1139,0.097678917
UM,1140,0.112185687
UM,1141,0.863636364
UM,1142,0.288201161
UM,1143,0.238878143
UM,1144,0.255319149
UM,1145,0.771760155
UM,1146,0.047388781
UM,1147,0.20212766
UM,1148,0.215667311
UM,1149,0.367504836
UM,1150,0.045454545
UM,1151,0.176982592
UM,1152,0.656673114
UM,1153,0.421663443
UM,1154,0.010638298
UM,1155,0.941005803
UM,1156,0.011605416
UM,1157,0.467117988
UM,1158,0.048355899
UM,1159,0.893617021
UM,1160,0.783365571
UM,1161,0.242746615
UM,1162,0.62959381
UM,1163,0.997098646
UM,1164,0.676015474
UM,1165,0.8172147
UM,1166,0.081237911
UM,1167,0.783365571
UM,1168,0.463249516
UM,1169,0.271760155
UM,1170,0.662475822
UM,1171,0.958413926
UM,1172,0.260154739
UM,1173,0.962282398
UM,1174,0.222437137
UM,1175,0.546421663
UM,1176,0.681818182
UM,1177,0.35589942
UM,1178,1
UM,1179,0.50967118
UM,1180,0.737911025
UM,1181,0.384912959
UM,1182,0.096711799
UM,1183,0.704061896
UM,1184,0.957446809
UM,1185,0.400386847
UM,1186,0.041586074
UM,1187,0.52901354
UM,1188,0.421663443
UM,1189,0.209864603
UM,1190,0.655705996
UM,1191,0.98549323
UM,1192,0.756286267
UM,1193,0.536750484
UM,1194,0.678916828
UM,1195,0.764023211
UM,1196,0.432301741
UM,1197,0.971953578
UM,1198,0.850096712
UM,1199,0.233075435
UM,1200,0.493230174
UM,1201,0.733075435
UM,1202,0.654738878
UM,1203,0.767891683
UM,1204,0.225338491
UM,1205,0.666344294
UM,1206,0.174081238
UM,1207,0.408123791
UM,1208,0.309477756
UM,1209,0.672147002
UM,1210,0.816247582
UM,1211,0.895551257
UM,1212,0.66827853
UM,1213,0.80270793
UM,1214,0.483558994
UM,1215,0.047388781
UM,1216,0.416827853
UM,1217,0.000967118
UM,1218,0.027079304
UM,1219,0.871373308
UM,1220,0.562862669
UM,1221,0.271760155
UM,1222,0.866537718
UM,1223,0.669245648
UM,1224,0.339458414
UM,1225,0.180851064
UM,1226,0.567698259
UM,1227,0.003868472
UM,1228,0.964216634
UM,1229,0.411025145
UM,1230,0.632495164
UM,1231,0.824951644
UM,1232,0.568665377
UM,1233,0.055125725
UM,1234,0.107350097
UM,1235,0.49032882
UM,1236,0.110251451
UM,1237,0.506769826
UM,1238,0.693423598
UM,1239,0.384912959
UM,1240,0.128626692
UM,1241,0.628626692
UM,1242,0.279497099
UM,1243,0.201160542
UM,1244,0.476789168
UM,1245,0.018375242
UM,1246,0.113152805
UM,1247,0.081237911
UM,1248,0.476789168
UM,1249,0.765957447
UM,1250,0.273694391
UM,1251,0.002901354
UM,1252,0.381044487
UM,1253,0.364603482
UM,1254,0.034816248
UM,1255,0.389748549
UM,1256,0.67794971
UM,1257,0.844294004
UM,1258,0.054158607
UM,1259,0.998065764
UM,1260,0.998065764
UM,1261,0.800773694
UM,1262,0.765957447
UM,1263,0.909090909
UM,1264,0.259187621
UM,1265,0.916827853
UM,1266,0.205029014
UM,1267,0.842359768
UM,1268,0.99516441
UM,1269,1
UM,1270,0.601547389
UM,1271,0.998065764
UM,1272,0.999032882
UM,1273,0.313346228
UM,1274,0.090909091
UM,1275,0.996131528
UM,1276,0.075435203
UM,1277,0.437137331
UM,1278,0.085106383
UM,1279,0.058994197
UM,1280,0.074468085
UM,1281,0.231141199
UM,1282,0.162475822
UM,1283,0.015473888
UM,1284,0.276595745
UM,1285,0.023210832
UM,1286,0.039651838
UM,1287,0.107350097
UM,1288,0.070599613
UM,1289,0.275628627
UM,1290,0.986460348
UM,1291,0.286266925
UM,1292,0.393617021
UM,1293,0.246615087
UM,1294,0.120889749
UM,1295,0.010638298
UM,1296,0.6827853
UM,1297,0.36073501
UM,1298,1
UM,1299,0.087040619
UM,1300,0.646034816
