region,year,ppt
TB,1100,249.7052735
TB,1101,427.0901922
TB,1102,442.4539182
TB,1103,406.6012814
TB,1104,334.0108428
TB,1105,368.9029078
TB,1106,243.6106456
TB,1107,338.2079842
TB,1108,296.9457861
TB,1109,360.2897979
TB,1110,373.5973386
TB,1111,248.3016264
TB,1112,348.0803351
TB,1113,365.7934943
TB,1114,395.4894036
TB,1115,480.713652
TB,1116,494.8235584
TB,1117,506.6983736
TB,1118,404.7328733
TB,1119,398.9724002
TB,1120,459.8275012
TB,1121,324.0896994
TB,1122,532.1232134
TB,1123,428.6352883
TB,1124,471.8960079
TB,1125,338.639724
TB,1126,346.0206999
TB,1127,408.2089699
TB,1128,445.2331198
TB,1129,519.9314933
TB,1130,432.3883687
TB,1131,365.3617546
TB,1132,369.2000986
TB,1133,339.39379
TB,1134,282.6357812
TB,1135,372.5510103
TB,1136,349.7309019
TB,1137,313.6964022
TB,1138,267.6678167
TB,1139,334.5125678
TB,1140,288.7555446
TB,1141,373.2902908
TB,1142,378.5436175
TB,1143,341.2454411
TB,1144,309.1882701
TB,1145,410.9507146
TB,1146,224.306555
TB,1147,320.1774273
TB,1148,370.8718581
TB,1149,374.2178413
TB,1150,249.562346
TB,1151,344.5869887
TB,1152,454.2040414
TB,1153,439.6899951
TB,1154,284.2109414
TB,1155,472.6865451
TB,1156,229.9590931
TB,1157,341.9566289
TB,1158,268.9827501
TB,1159,411.6495811
TB,1160,396.2479054
TB,1161,306.2173484
TB,1162,468.4070971
TB,1163,495.9679645
TB,1164,439.2242484
TB,1165,384.7594874
TB,1166,275.3666831
TB,1167,382.2134056
TB,1168,305.5776244
TB,1169,229.424347
TB,1170,441.5372104
TB,1171,563.4327255
TB,1172,284.9255791
TB,1173,460.744209
TB,1174,264.144899
TB,1175,337.6949236
TB,1176,360.1754559
TB,1177,261.1340562
TB,1178,437.6816166
TB,1179,296.7402661
TB,1180,392.0182356
TB,1181,261.6515525
TB,1182,233.4366683
TB,1183,301.7890586
TB,1184,350.8634795
TB,1185,330.5933958
TB,1186,205.9807787
TB,1187,304.2281912
TB,1188,289.3095121
TB,1189,301.3701331
TB,1190,368.0275998
TB,1191,497.4593396
TB,1192,438.1419418
TB,1193,349.0729423
TB,1194,386.935929
TB,1195,395.3543618
TB,1196,412.6298669
TB,1197,407.3681617
TB,1198,444.7481518
TB,1199,346.9531789
TB,1200,421.413997
