region,year,mfn
PP,1338,0.176601671
PP,1339,0.556545961
PP,1340,0.591086351
PP,1341,0.435097493
PP,1342,0.238440111
PP,1343,0.533704735
PP,1344,0.477994429
PP,1345,0.586072423
PP,1346,0.620612813
PP,1347,0.450139276
PP,1348,0.472980501
PP,1349,0.535376045
PP,1350,0.052367688
PP,1351,0.721448468
PP,1352,0.137604457
PP,1353,0.744846797
PP,1354,0.691364903
PP,1355,0.579387187
PP,1356,0.747075209
PP,1357,0.60724234
PP,1358,0.737604457
PP,1359,0.779387187
PP,1360,0.274651811
PP,1361,0.779387187
PP,1362,0.729247911
PP,1363,0.492479109
PP,1364,0.425069638
PP,1365,0.776601671
PP,1366,0.755431755
PP,1367,0.557660167
PP,1368,0.84735376
PP,1369,0.445682451
PP,1370,0.822841226
PP,1371,0.764902507
PP,1372,0.729805014
PP,1373,0.6545961
PP,1374,0.742061281
PP,1375,0.162116992
PP,1376,0.120334262
PP,1377,0.831754875
PP,1378,0.781615599
PP,1379,0.693036212
PP,1380,0.717548747
PP,1381,0.732033426
PP,1382,0.519220056
PP,1383,0.649582173
PP,1384,0.302506964
PP,1385,0.741504178
PP,1386,0.688579387
PP,1387,0.676880223
PP,1388,0.553203343
PP,1389,0.51643454
PP,1390,0.041225627
PP,1391,0.486908078
PP,1392,0.601114206
PP,1393,0.348189415
PP,1394,0.636768802
PP,1395,0.646796657
PP,1396,0.488022284
PP,1397,0.182172702
PP,1398,0.601114206
PP,1399,0.035654596
PP,1400,0.690807799
